-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.12.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.12.csv"
}
-----
State,District,Block,Total Number of Tubewells, Avg length of Pucca Channel,Avg length of Kuccha Channel,Avg length of Under gr. Channel
MADHYA PRADESH,GWALIOR,GHATI GAON,36,0,182,0
MADHYA PRADESH,GWALIOR,MORAR,135,0,123,0
MADHYA PRADESH,HOSHANGABAD,BABAI,288,0,103,23
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,604,3,49,7
MADHYA PRADESH,HOSHANGABAD,HARDA,63,0,40,101
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,47,0,112,28
MADHYA PRADESH,HOSHANGABAD,KESALI,66,0,69,37
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,25,0,80,20
MADHYA PRADESH,HOSHANGABAD,PIPARIA,909,0,28,1
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,45,5,65,1
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,470,0,76,45
MADHYA PRADESH,HOSHANGABAD,TIMARNI,12,0,104,0
MADHYA PRADESH,INDORE,DEPALPUR,6629,1,38,72
MADHYA PRADESH,INDORE,INDORE,3879,0,34,29
MADHYA PRADESH,INDORE,MHOW,547,1,49,25
MADHYA PRADESH,INDORE,SANWER,6511,1,197,49
MADHYA PRADESH,JABALPUR,BADWARA,90,114,4,0
MADHYA PRADESH,JABALPUR,BAMHORIBAND,28,82,75,0
MADHYA PRADESH,JABALPUR,BARGI,18,69,125,24
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,9,0,207,0
MADHYA PRADESH,JABALPUR,MAJHAULI,9,122,0,0
MADHYA PRADESH,JABALPUR,PANAGARH,89,133,42,57
MADHYA PRADESH,JABALPUR,PATAN,701,77,4,202
MADHYA PRADESH,JABALPUR,SHAHPURA,252,178,2,93
MADHYA PRADESH,JABALPUR,SIHORA,65,0,0,219
MADHYA PRADESH,JHABUA,JHABUA,9,0,58,28
MADHYA PRADESH,JHABUA,JOBAT,25,0,13,0
MADHYA PRADESH,JHABUA,PETALAWAD,22,0,60,0
MADHYA PRADESH,JHABUA,THANDLA,4,0,80,0
MADHYA PRADESH,JHABUA,UDAIGARH,18,0,111,0
MADHYA PRADESH,KHANDWA,BALDEE,16,0,0,293
MADHYA PRADESH,KHANDWA,BURHANPUR,18,0,0,573
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,10,0,76,0
MADHYA PRADESH,KHANDWA,HARSUD,9,7,204,93
MADHYA PRADESH,KHANDWA,KHALWA,2,0,0,350
MADHYA PRADESH,KHANDWA,PANDHANA,7,0,40,210
MADHYA PRADESH,KHARGONE,BADWAH,100,0,34,129
MADHYA PRADESH,KHARGONE,BHAGWANPURA,1,0,5,0
MADHYA PRADESH,KHARGONE,BHEEKANGAON,16,22,38,214
MADHYA PRADESH,KHARGONE,KASRAWAD,26,0,20,15
MADHYA PRADESH,KHARGONE,KHARGONE,29,0,7,131
MADHYA PRADESH,KHARGONE,MAHESHWAR,5,0,55,0
MADHYA PRADESH,KHARGONE,NIWALI,8,0,22,0
MADHYA PRADESH,KHARGONE,PANSEMAL,644,0,34,7
MADHYA PRADESH,MANDLA,BICHHIYA,2,0,0,125
MADHYA PRADESH,MANDLA,GHUGHARI,1,0,50,0
MADHYA PRADESH,MANDLA,KARANJIYA,17,0,0,0
MADHYA PRADESH,MANDLA,MANDLA,30,8,116,0
MADHYA PRADESH,MANDLA,NAINPUR,1,0,200,0
MADHYA PRADESH,MANDSAUR,BHANPURA,10,0,13,0
MADHYA PRADESH,MANDSAUR,GAROTH,34,15,34,85
MADHYA PRADESH,MANDSAUR,JAWAD,162,0,66,102
MADHYA PRADESH,MANDSAUR,MALHARGARH,38,0,27,36
MADHYA PRADESH,MANDSAUR,MANASA,24,0,58,148
MADHYA PRADESH,MANDSAUR,MANDSAUR,88,1,44,61
MADHYA PRADESH,MANDSAUR,NEEMACH,15,0,0,13
MADHYA PRADESH,MANDSAUR,SITAMAU,31,58,28,50
MADHYA PRADESH,MORENA,AMBAH,3,0,167,0
MADHYA PRADESH,MORENA,JAURA,36,0,277,0
MADHYA PRADESH,MORENA,KARAHAL,187,0,212,0
MADHYA PRADESH,MORENA,MORENA,56,0,236,0
MADHYA PRADESH,MORENA,PAHARGARH,28,0,225,0
MADHYA PRADESH,MORENA,SABALGARH,33,0,55,0
MADHYA PRADESH,MORENA,SHEOPUR KALAN,1462,2,142,0
MADHYA PRADESH,MORENA,VIJAIPUR,108,0,71,0
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,294,2,20,168
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,470,19,8,227
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,3417,13,7,176
MADHYA PRADESH,NARSIMHAPUR,KARELI,565,17,13,194
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,547,6,7,310
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,385,1,38,204
MADHYA PRADESH,PANNA,GUNNAUR,71,35,88,67
MADHYA PRADESH,PANNA,PANNA,22,0,63,0
MADHYA PRADESH,PANNA,PAWAI,6,0,233,0
MADHYA PRADESH,PANNA,SHAHNAGAR,47,0,90,0
MADHYA PRADESH,RAIGARH,KHARASIYA,152,0,87,0
MADHYA PRADESH,RAIGARH,KUNKURI,150,0,0,0
MADHYA PRADESH,RAIGARH,PUSAUR,423,0,1,0
MADHYA PRADESH,RAIGARH,RAIGARH,411,0,50,0
MADHYA PRADESH,RAIGARH,SARANGARH,13,0,48,0
MADHYA PRADESH,RAIGARH,SARIYALENDHA,577,2,62,1
MADHYA PRADESH,RAIGARH,TAMNAR,1,0,10,0
MADHYA PRADESH,RAIPUR,ABHANPUR,215,0,46,3
MADHYA PRADESH,RAIPUR,BAGBAHRA,31,7,16,3
MADHYA PRADESH,RAIPUR,BASNA,119,0,36,0
MADHYA PRADESH,RAIPUR,BHATAPARA,162,23,197,0
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),34,12,18,17
MADHYA PRADESH,RAIPUR,CHHURA,11,2,67,5
MADHYA PRADESH,RAIPUR,DHAMTARI,1187,0,20,0
MADHYA PRADESH,RAIPUR,GARIYABAND,8,29,3,47
MADHYA PRADESH,RAIPUR,KASDOL,91,0,18,0
MADHYA PRADESH,RAIPUR,KURUD,1135,6,10,2
MADHYA PRADESH,RAIPUR,MAGARLOD,40,3,23,0
MADHYA PRADESH,RAIPUR,MAHASAMUND,29,0,33,0
MADHYA PRADESH,RAIPUR,PITHORA,13,0,26,0
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),411,23,62,10
MADHYA PRADESH,RAIPUR,RAJIM,26,0,25,0
MADHYA PRADESH,RAIPUR,SARAIPALI,86,0,14,0
MADHYA PRADESH,RAIPUR,SIHAWA,8,3,126,0
MADHYA PRADESH,RAIPUR,SIMGA,160,4,18,4
MADHYA PRADESH,RAIPUR,TILDA,154,4,47,1
MADHYA PRADESH,RAISEN,BARELI,461,2,45,79
MADHYA PRADESH,RAISEN,BEGAMGANJ,57,0,0,209
MADHYA PRADESH,RAISEN,GAIRATGANJ,321,0,1,68
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,1629,16,35,191
MADHYA PRADESH,RAISEN,SANCHI,1900,1,15,176
MADHYA PRADESH,RAISEN,SILWANI,761,0,0,268
MADHYA PRADESH,RAISEN,UDAIPURA,436,0,6,209
MADHYA PRADESH,RAJGARH,BIAORA,29,0,68,8
MADHYA PRADESH,RAJGARH,JEERAPUR,20,0,36,0
MADHYA PRADESH,RAJGARH,KHILCHIPUR,9,0,243,0
MADHYA PRADESH,RAJGARH,NARASINGHGARH,759,2,246,9
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),326,30,48,48
MADHYA PRADESH,RAJGARH,RAJGARH,2,0,33,0
MADHYA PRADESH,RAJNANDGAON,CHHURIA,7,3,18,42
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,6,0,11,0
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,129,33,59,3
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,16,0,97,0
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,72,16,75,1
MADHYA PRADESH,RATLAM,ALOT,288,0,40,60
MADHYA PRADESH,RATLAM,BAJNA,2,0,0,0
MADHYA PRADESH,RATLAM,JAWRA,80,0,23,96
MADHYA PRADESH,RATLAM,PIPLODA,705,0,52,30
MADHYA PRADESH,RATLAM,RATLAM,2979,1,40,20
MADHYA PRADESH,RATLAM,SAILANA,13,0,33,0
MADHYA PRADESH,REWA,GANGEO,7,0,325,0
MADHYA PRADESH,REWA,HANUMANA,1,0,900,0
MADHYA PRADESH,REWA,MAUGANJ,93,0,83,51
MADHYA PRADESH,REWA,RAIPUR,448,0,69,5
MADHYA PRADESH,REWA,REWA,360,0,127,0
MADHYA PRADESH,REWA,SIRMAUR,260,0,112,0
MADHYA PRADESH,REWA,TYONTHAR,1,0,300,0
MADHYA PRADESH,SAGAR,BANDA,61,0,0,104
MADHYA PRADESH,SAGAR,BEENA,305,1,0,188
MADHYA PRADESH,SAGAR,DEORI,241,31,26,51
MADHYA PRADESH,SAGAR,JAISINAGAR,5,0,0,93
MADHYA PRADESH,SAGAR,KESALI,8,0,28,17
MADHYA PRADESH,SAGAR,KHURAI,191,0,5,144
MADHYA PRADESH,SAGAR,MALTHON,4,0,73,0
MADHYA PRADESH,SAGAR,RAHATGARH,20,0,16,33
MADHYA PRADESH,SAGAR,REHALI,541,6,9,36
MADHYA PRADESH,SAGAR,SAGAR,178,0,63,85
MADHYA PRADESH,SATNA,AMARPATAN,465,0,161,0
MADHYA PRADESH,SATNA,CHITRAKOOT,9,0,273,0
MADHYA PRADESH,SATNA,MAIHAR,96,1,128,1
MADHYA PRADESH,SATNA,NAGOD,215,1,119,23
MADHYA PRADESH,SATNA,RAMNAGAR,12,0,35,0
MADHYA PRADESH,SATNA,RAMPUR,1468,0,111,1
MADHYA PRADESH,SATNA,SATNA,229,21,190,26
MADHYA PRADESH,SATNA,UNCHEHARA,103,6,127,19
MADHYA PRADESH,SEHORE,AASHTA,3587,1,9,88
MADHYA PRADESH,SEHORE,BUDANI,76,1,63,92
MADHYA PRADESH,SEHORE,ICHHAWER,238,3,10,63
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,47,0,62,59
MADHYA PRADESH,SEHORE,SIHORE,1696,7,35,12
MADHYA PRADESH,SEONI,BARGHAT,1,0,20,0
MADHYA PRADESH,SEONI,CHHAPARA,5,0,50,0
MADHYA PRADESH,SEONI,KAHANAPUS,22,0,48,26
MADHYA PRADESH,SEONI,KURAI,6,0,8,0
MADHYA PRADESH,SEONI,LAKHNADAUN,3,0,82,0
MADHYA PRADESH,SEONI,SEONI,3,0,17,0
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,11,0,34,0
MADHYA PRADESH,SHAHDOL,JAITAHARI,1,0,200,0
MADHYA PRADESH,SHAHDOL,MANPUR,9,0,233,20
MADHYA PRADESH,SHAHDOL,PALEE-1,8,0,226,35
MADHYA PRADESH,SHAHDOL,SOHAGPUR,16,0,15,0
MADHYA PRADESH,SHAHDOL,UMARIYA,20,2,189,0
MADHYA PRADESH,SHAJAPUR,AGAR,134,0,11,156
MADHYA PRADESH,SHAJAPUR,BAROD,13,0,70,0
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,1076,0,139,72
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,792,1,47,158
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,322,1,55,149
MADHYA PRADESH,SHAJAPUR,SUJALPUR,768,0,12,178
MADHYA PRADESH,SHAJAPUR,SUSNER,2,0,38,0
MADHYA PRADESH,SHIVPURI,BADARWAS,85,17,52,8
MADHYA PRADESH,SHIVPURI,KARERA,4,0,85,70
MADHYA PRADESH,SHIVPURI,KOLARAS,41,0,19,0
MADHYA PRADESH,SHIVPURI,POHARI,48,0,66,0
MADHYA PRADESH,SHIVPURI,SHIVPURI,59,0,126,60
MADHYA PRADESH,SIDHI,BAIDHAN,4,0,133,0
MADHYA PRADESH,SIDHI,CHITRANGI,8,0,171,0
MADHYA PRADESH,SIDHI,RAMPURNEKIN,98,6,141,0
MADHYA PRADESH,SIDHI,SIDHI,68,25,174,0
MADHYA PRADESH,SIDHI,SIHAWAL,156,34,267,53
MADHYA PRADESH,SURGUJA,AMBIKAPUR,1,0,20,0
MADHYA PRADESH,SURGUJA,MAINPAT,17,0,37,0
MADHYA PRADESH,TIKAMGARH,JATARA,255,0,18,0
MADHYA PRADESH,TIKAMGARH,NIWARI,131,0,40,0
MADHYA PRADESH,TIKAMGARH,PALERA,438,0,24,0
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,9,0,13,0
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,64,18,35,0
MADHYA PRADESH,UJJAIN,BADNAGAR,7791,1,30,40
MADHYA PRADESH,UJJAIN,GHATIYA,851,0,31,28
MADHYA PRADESH,UJJAIN,KHACHRAUD,1999,2,12,56
MADHYA PRADESH,UJJAIN,MAHIDPUR,686,0,8,101
MADHYA PRADESH,UJJAIN,TARANA,999,2,43,13
MADHYA PRADESH,UJJAIN,UJJAIN,4766,1,14,42
MADHYA PRADESH,VIDISHA,BASODA,397,0,39,127
MADHYA PRADESH,VIDISHA,GYARASPUR,212,0,2,281
MADHYA PRADESH,VIDISHA,KURWAI,407,0,12,347
MADHYA PRADESH,VIDISHA,LATERI,8,0,54,376
MADHYA PRADESH,VIDISHA,NATERAN,159,0,6,49
MADHYA PRADESH,VIDISHA,SIRONJ,184,0,8,149
MADHYA PRADESH,VIDISHA,VIDISHA,1207,0,11,236
MANIPUR,BISHNUPUR,BISHNUPUR,1,2,20,0
MANIPUR,BISHNUPUR,MOIRANG,2,2,20,0
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,2,2,15,0
MANIPUR,IMPHAL,HAORANGSABAL(I-W),4,2,18,0
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),1,2,20,0
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),4,2,20,0
MANIPUR,SENAPATI,KANGPOKPI,3,2,19,0
MANIPUR,THOUBAL,KAKCHING,12,2,20,0
MANIPUR,THOUBAL,THOUBAL,7,2,20,0
MEGHALAYA,WEST GARO HILLS,BETASING,107,0,0,0
MEGHALAYA,WEST GARO HILLS,ZIKZAK,2,0,850,0
MEGHALAYA,WEST KHASI HILLS,MAIRANG,1,0,100,0
NAGALAND,KOHIMA,MEDZIPHEMA,6,20,2,0
ORISSA,ANGUL,ANUGUL,1,0,5,0
ORISSA,ANGUL,KISONAGAR,1,0,200,0
ORISSA,BALASORE,BAHANAGA,670,0,42,0
ORISSA,BALASORE,BALASORE,148,3,149,0
ORISSA,BALASORE,BALIPAL,743,0,153,0
ORISSA,BALASORE,BASTA,1020,0,54,0
ORISSA,BALASORE,BHOGARAI,1871,0,101,0
ORISSA,BALASORE,JALESWAR,944,2,136,0
ORISSA,BALASORE,JILGIRI,36,3,41,0
ORISSA,BALASORE,KHAIRA,436,1,31,0
ORISSA,BALASORE,OUPADA,29,0,18,0
ORISSA,BALASORE,REMUNA,316,0,29,0
ORISSA,BALASORE,SIMULIA,366,0,43,0
ORISSA,BALASORE,SORO,310,0,34,0
ORISSA,BARAGARH,AMBABHANA,60,0,219,7
ORISSA,BARAGARH,ATABIRA,4,0,525,0
ORISSA,BARAGARH,BARAGARH,6,3,103,31
ORISSA,BARAGARH,BARAPALI,4,0,66,21
ORISSA,BARAGARH,BHATALI,75,0,129,10
ORISSA,BARAGARH,JHARABANDHA,1,0,100,0
ORISSA,BARAGARH,PADMAPUR,3,4,60,10
ORISSA,BARAGARH,PAIKMAL,2,0,28,8
ORISSA,BARAGARH,SOHELA,35,0,350,0
ORISSA,BHADRAK,BASUDEVPUR,395,0,92,0
ORISSA,BHADRAK,BHADRAK,249,2,101,8
ORISSA,BHADRAK,BHANDARIPOKHARI,135,3,50,0
ORISSA,BHADRAK,BONTH,157,1,87,0
ORISSA,BHADRAK,DHAMANAGAR,195,1,99,0
ORISSA,BHADRAK,TIHIDI,125,1,51,0
ORISSA,BOLANGIR,AGALPUR,9,2,19,0
ORISSA,BOLANGIR,BALANGIR,1,0,40,0
ORISSA,BOLANGIR,BONGOMUNDA,3,3,16,0
ORISSA,BOLANGIR,TUREKELA,4,18,20,0
ORISSA,CUTTACK,ATHGARH,1,0,60,0
ORISSA,CUTTACK,BARANGA,175,7,116,4
ORISSA,CUTTACK,CUTTACK(SADAR),301,7,33,2
ORISSA,CUTTACK,KANTAPARA,287,1,106,6
ORISSA,CUTTACK,MAHANGA,102,3,95,0
ORISSA,CUTTACK,NIALI,333,1,146,28
ORISSA,CUTTACK,NISCHINTAKOILI,346,4,96,8
ORISSA,CUTTACK,SALIPUR,157,1,21,0
ORISSA,CUTTACK,TANGI-CHOUDWAR,11,0,76,8
ORISSA,GAJAPATI,GUMMA,1,0,36,0
ORISSA,GAJAPATI,PARALAKHEMUNDI,83,1,24,1
ORISSA,GAJAPATI,RAYAGADA,3,20,25,10
ORISSA,GANJAM,ASKA,119,87,51,15
ORISSA,GANJAM,BELAGUNTHA,41,124,10,30
ORISSA,GANJAM,BHANJANAGAR,28,74,105,29
ORISSA,GANJAM,CHATRAPUR,117,61,40,0
ORISSA,GANJAM,CHIKITI,71,27,66,13
ORISSA,GANJAM,DHARAKOT,32,67,55,66
ORISSA,GANJAM,DIGAPAHANDI,81,21,23,0
ORISSA,GANJAM,GANJAM,39,86,55,0
ORISSA,GANJAM,HINJILIKUT,91,83,4,0
ORISSA,GANJAM,J.N.PRASAD,22,70,53,49
ORISSA,GANJAM,K.KHANDI,1,0,30,0
ORISSA,GANJAM,K.S.NAGAR,13,81,0,0
ORISSA,GANJAM,P.PUR,111,53,5,0
ORISSA,GANJAM,PATRAPUR,33,3,52,0
ORISSA,GANJAM,POLASARA,10,4,26,0
ORISSA,GANJAM,R.LUNDA,6,0,11,0
ORISSA,GANJAM,S.KHEMUNDI,23,146,28,23
ORISSA,GANJAM,SHERAGADA,47,46,78,2
ORISSA,GANJAM,SORADA,14,39,27,110
ORISSA,JAGATSINGHPUR,BALIKUDA,228,1,53,6
ORISSA,JAGATSINGHPUR,BIRIDI,186,0,93,0
ORISSA,JAGATSINGHPUR,ERASAMA,14,0,6,0
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,309,3,130,2
ORISSA,JAGATSINGHPUR,KUNJANG,15,0,110,19
ORISSA,JAGATSINGHPUR,NAUGAON,171,7,124,2
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,321,3,75,0
ORISSA,JAGATSINGHPUR,TRITOL,332,39,98,9
ORISSA,JAJPUR,BARACHAN,17,0,99,0
ORISSA,JAJPUR,BARI,224,17,48,17
ORISSA,JAJPUR,BINJHARPUR,337,0,61,0
ORISSA,JAJPUR,DANAGADI,9,90,0,206
ORISSA,JAJPUR,DASARATHPUR,167,0,30,0
ORISSA,JAJPUR,DHARAMASALA,84,24,42,153
ORISSA,JAJPUR,JAJPUR,329,5,85,11
ORISSA,JAJPUR,KOREI,46,6,61,2
ORISSA,JAJPUR,RASULPUR,112,174,21,173
ORISSA,JHARSUGUDA,LAIKERA,9,0,17,0
ORISSA,KALAHANDI,BHABANI PATANA,1,0,70,70
ORISSA,KALAHANDI,JUNAGARH,6,0,15,0
ORISSA,KALAHANDI,KALAMPUR,3,0,16,0
ORISSA,KENDRAPARA,AUL,15,2,25,0
ORISSA,KENDRAPARA,DERABISI,167,10,239,11
ORISSA,KENDRAPARA,GARADPUR,200,75,57,44
ORISSA,KENDRAPARA,KENDRAPARA,8,0,108,53
ORISSA,KENDRAPARA,MAHAKALAPADA,4,0,112,0
ORISSA,KENDRAPARA,MARSAGHAI,10,17,23,6
ORISSA,KENDRAPARA,PATAMUNDAI,181,0,130,0
ORISSA,KEONJHAR,ANANDAPUR,31,188,84,42
ORISSA,KEONJHAR,GHASIPURA,4,92,3,0
ORISSA,KEONJHAR,HATADIHI,85,85,20,14
ORISSA,KEONJHAR,SADAR,2,0,0,0
ORISSA,KHURDA,BALIANTA,179,3,140,4
ORISSA,KHURDA,BALIPATANA,161,2,180,1
ORISSA,KHURDA,BHUBANESWAR,15,8,158,0
ORISSA,KORAPUT,KORAPUT,1,0,0,103
ORISSA,KORAPUT,KOTAPAD,1,2,2,0
ORISSA,MAYURBHANJ,BARIPADA,12,95,61,34
ORISSA,MAYURBHANJ,BARSAHI,83,18,149,1
ORISSA,MAYURBHANJ,BETANATI,66,131,168,3
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,1,0,35,0
ORISSA,MAYURBHANJ,KARANJIA,5,0,4,0
ORISSA,MAYURBHANJ,KULIANA,4,0,236,4
ORISSA,MAYURBHANJ,MORADA,19,124,99,64
ORISSA,MAYURBHANJ,RASGOVINDPUR,13,51,31,12
ORISSA,MAYURBHANJ,SAMAKHUNTA,1,0,0,0
ORISSA,MAYURBHANJ,SARASKANA,12,11,54,0
ORISSA,MAYURBHANJ,SULIAPADA,41,243,89,19
ORISSA,NAYAGARH,BHAPUR,3,25,170,28
ORISSA,NAYAGARH,KHANDAPADA,35,0,100,14
ORISSA,NAYAGARH,NAYAGARH,146,3,30,11
ORISSA,NAYAGARH,NUAGAON,5,0,11,0
ORISSA,NAYAGARH,ODOGAON,58,9,42,2
ORISSA,NUAPADA,BODEN,1,0,0,0
ORISSA,NUAPADA,NUAPARA,3,1,70,0
ORISSA,PURI,ASTARANG,204,0,15,0
ORISSA,PURI,BRAHMAGIRI,40,0,79,1
ORISSA,PURI,DELANG,116,1,38,3
ORISSA,PURI,GOP,417,1,133,1
ORISSA,PURI,KAKATPUR,407,0,25,0
ORISSA,PURI,KANAS,4,0,40,0
ORISSA,PURI,KRISHNAPRASAD,39,16,15,0
ORISSA,PURI,NIMAPARA,525,2,56,1
ORISSA,PURI,PIPILI,368,0,41,0
ORISSA,PURI,PURISADAR,83,2,68,0
ORISSA,PURI,SATYABADI,21,2,100,0
ORISSA,RAYAGADA,GUDARI,56,56,12,30
ORISSA,RAYAGADA,GUNUPUR,73,107,97,32
ORISSA,RAYAGADA,KOUNARA,4,20,105,35
ORISSA,RAYAGADA,MUNIGUDA,2,65,200,0
ORISSA,RAYAGADA,PADAMPUR,55,49,74,19
ORISSA,RAYAGADA,RAMANGUDA,109,124,44,43
ORISSA,RAYAGADA,RAYAGADA,20,92,137,5
ORISSA,SAMBALPUR,DHANKAUDA,2,0,46,0
ORISSA,SONEPUR,DUNGURIPALLI,1,0,50,0
ORISSA,SONEPUR,ULUNDA,1,0,0,0
ORISSA,SUNDARGARH,BISRA,1,0,40,10
ORISSA,SUNDARGARH,KUARMUNDA,2,0,23,108
PUNJAB,AMRITSAR,AJNALA,10779,0,343,0
PUNJAB,AMRITSAR,BHIKHIWIND,5053,0,304,0
PUNJAB,AMRITSAR,CHOGAWAN,11209,1,293,1
PUNJAB,AMRITSAR,CHOHLA SAHIB,3878,30,272,2
PUNJAB,AMRITSAR,GANDI WIND,7305,1,289,2
PUNJAB,AMRITSAR,JANDIALA GURU,4981,1,296,3
PUNJAB,AMRITSAR,KHANDOOR SAHIB,6394,0,328,1
PUNJAB,AMRITSAR,MAJITHA,5886,0,242,1
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,4183,2,348,3
PUNJAB,AMRITSAR,PATTI,5486,1,369,2
PUNJAB,AMRITSAR,RAYYA,6131,1,231,1
PUNJAB,AMRITSAR,TARAN TARAN,7877,1,268,1
PUNJAB,AMRITSAR,TARSIKKA,6352,1,283,1
PUNJAB,AMRITSAR,VALTOHA,4678,1,373,3
PUNJAB,AMRITSAR,VERKA,5437,2,258,1
PUNJAB,BATHINDA,BATHINDA,5991,33,187,1
PUNJAB,BATHINDA,MAUR,3183,2,343,0
PUNJAB,BATHINDA,NATHANA,3202,15,212,0
PUNJAB,BATHINDA,PHUL,9469,1,161,0
PUNJAB,BATHINDA,RAMPURA,3951,11,237,1
PUNJAB,BATHINDA,SANGAT,2820,53,281,1
PUNJAB,BATHINDA,TALWANDI SABO,3596,29,239,1
PUNJAB,FARIDKOT,BAGHAPURANA,18707,0,235,0
PUNJAB,FARIDKOT,FARIDKOT,13105,11,290,0
PUNJAB,FARIDKOT,GIDDERBAHA,4675,60,371,1
PUNJAB,FARIDKOT,KOTKAPURA,9850,2,212,1
PUNJAB,FARIDKOT,LAMBI,1968,10,349,0
PUNJAB,FARIDKOT,MALAUT,3372,18,429,7
PUNJAB,FARIDKOT,MOGA I,14514,1,260,0
PUNJAB,FARIDKOT,MOGA II,11844,1,232,0
PUNJAB,FARIDKOT,MUKTSAR,7153,35,252,1
PUNJAB,FARIDKOT,N.S. WALA,18130,0,215,0
PUNJAB,FATEHGARH SAHIB,AMLOH,5374,3,364,8
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,7756,3,276,11
PUNJAB,FATEHGARH SAHIB,KHAMANO,3695,0,330,9
PUNJAB,FATEHGARH SAHIB,SIRHIND,7923,1,322,11
PUNJAB,FEROZEPUR,ABOHAR,2897,135,167,1
PUNJAB,FEROZEPUR,FAZILKA,7787,53,224,1
PUNJAB,FEROZEPUR,FEROZEPUR,18863,1,210,1
PUNJAB,FEROZEPUR,GHAL KHURD,8276,1,264,0
PUNJAB,FEROZEPUR,GURUHARSAI,12419,5,153,1
PUNJAB,FEROZEPUR,JALALABAD,8924,1,118,1
PUNJAB,FEROZEPUR,KHUIAN SERVER,2625,138,167,8
PUNJAB,FEROZEPUR,KOT ISEH KHAN,15623,0,177,0
PUNJAB,FEROZEPUR,ZIRA,20391,0,160,0
PUNJAB,GURDASPUR,BANNIAL,302,0,145,0
PUNJAB,GURDASPUR,BATALA,6088,2,207,1
PUNJAB,GURDASPUR,DERA BABA NANAK,7207,1,280,1
PUNJAB,GURDASPUR,DHAR KALAN,146,1,266,11
PUNJAB,GURDASPUR,DHARIWAL,6387,2,297,3
PUNJAB,GURDASPUR,DINANAGAR,3568,2,294,3
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,6334,0,194,1
PUNJAB,GURDASPUR,GURDASPUR,5830,1,216,1
PUNJAB,GURDASPUR,KAHNUWAN,6352,1,222,6
PUNJAB,GURDASPUR,KALANAUR,4954,1,322,2
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,1308,1,213,1
PUNJAB,GURDASPUR,PATHANKOT,1933,2,252,10
PUNJAB,GURDASPUR,QADIAN,4031,0,185,5
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,5614,1,208,2
PUNJAB,HOSHIARPUR,BALACHAUR,2894,2,245,7
PUNJAB,HOSHIARPUR,BHUNGA,4475,4,185,14
PUNJAB,HOSHIARPUR,DASUYA,8155,13,132,14
PUNJAB,HOSHIARPUR,GARHSHANKAR,5267,5,314,26
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,8672,3,204,14
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,3154,2,110,22
PUNJAB,HOSHIARPUR,MAHILPUR,3625,1,212,6
PUNJAB,HOSHIARPUR,MUKERIAN,3893,1,109,4
PUNJAB,HOSHIARPUR,SAROYA,1604,15,328,65
PUNJAB,HOSHIARPUR,TALWARA,408,0,36,16
PUNJAB,HOSHIARPUR,TANDA,9163,1,130,3
